"nomPilote";"Genre";"Espece"
"644157";"tatu udu";"Pouteria";"singularis"
"647267";"topi";"Siparuna";"cuspidata"
"695619";"topi";"Mouriri";"Indet."
"698808";"topi";"Mouriri";"nervosa"
"622881";"tosopasa";"Iryanthera";"Indet."
"626612";"tosopasa";"Indet.";"Indet."
"629828";"tosopasa";"Pouteria";"bilocularis"
"659426";"tosopasa";"Poraqueiba";"guianensis"
"660497";"tosopasa";"Pouteria";"guianensis"
"681596";"tosopasa";"Goupia";"glabra"
"737028";"tosopasa";"Virola";"surinamensis"
"688145";"tossopassa montagne";"Posoqueria";"latifolia"
"683615";"tupiki weko";"Parkia";"pendula"
"756995";"wakapu";"Pradosia";"cochlearia"
"669262";"wakapu gitin";"Anacardium";"spruceanum"
"623051";"wan ede";"Simarouba";"amara"
"636713";"wana kwali";"Eugenia";"patrisii"
"705578";"wana kwali";"Vochysia";"tomentosa"
"690966";"wandekole";"Indet.";"Indet."
"703850";"wandekole";"Alchornea";"discolor"
"648338";"wapa";"Eperua";"rubiginosa"
"704907";"wapa rivière";"Eperua";"rubiginosa"
"710264";"wapa rivière";"Pterocarpus";"officinalis"
"729717";"wapa rivière";"Eperua";"falcata"
"627891";"weko";"Inga";"capitata"
"634687";"weko";"Hirtella";"bicornis"
"635579";"weko";"Inga";"lomatophylla"
"641510";"weko";"Talisia";"sp.2CAY-ATDN"
"641530";"weko";"Pouteria";"gongrijpii"
"689618";"weko";"Dacryodes";"nitens"
"729767";"weko";"Inga";"splendens"
"760935";"weko";"Heisteria";"ovata"
"624100";"weti apisi";"Indet.";"sp.38Guyafor"
"626308";"weti apisi";"Ocotea";"argyrophylla"
"642958";"weti apisi";"Pouteria";"jariensis"
"646222";"weti apisi";"Rhodostemonodaphne";"rufovirgata"
"648406";"weti apisi";"Vochysia";"tomentosa"
"657175";"weti apisi";"Ormosia";"bolivarensis"
"669872";"weti apisi";"Nectandra";"globosa"
"678272";"weti apisi";"Euplassa";"pinnata"
"685909";"weti apisi";"Indet.";"sp.39Guyafor"
"713692";"weti apisi";"Licaria";"martiniana"
"743865";"weti apisi";"Macoubea";"guianensis"
"632774";"weti koko";"Pradosia";"cochlearia"
"647514";"weti koko";"Inga";"longipedunculata"
"658235";"weti koko";"Casearia";"decandra"
"662173";"weti koko";"Loreya";"arborescens"
"669686";"weti koko";"Nectandra";"globosa"
"675974";"weti koko";"Mouriri";"crassifolia"
"685164";"weti koko";"Licania";"Indet."
"693608";"weti koko";"Amanoa";"congesta"
"732868";"weti koko";"Casearia";"guianensis"
"743017";"weti koko";"Hirtella";"glandulosa"
"638746";"weti mapa";"Himatanthus";"articulatus"
"647394";"weti paya";"Trymatococcus";"amazonicus"
"658559";"weti sali";"Trichilia";"micrantha"
"670904";"weti sali";"Eperua";"rubiginosa"
"701413";"weti sali";"Protium";"apiculatum"
"743814";"weti sali";"Thyrsodium";"puberulum"
"725597";"weti topi";"Mouriri";"crassifolia"
"639663";"weti udu";"Alchornea";"triplinervia"
"690842";"weti udu";"Glycydendron";"amazonicum"
"705478";"weti udu";"Catostemma";"fragrans"
"623899";"win udu";"Indet.";"Indet."
"705751";"win udu";"Erythroxylum";"lineolatum"
"710044";"yayamadou marécage";"Virola";"Indet."
"670286";"yayamadou montagne";"Pourouma";"melinonii"
"763087";"aia tuende";"Palicourea";"guianensis"
"765042";"aia tuende";"Miconia";"plukenetii"
"765958";"aia tuende";"Miconia";"tschudyoides"
"771736";"aia tuende";"Mahurea";"palustris"
"776773";"aia tuende";"Goupia";"glabra"
"781877";"aia tuende";"Laetia";"procera"
"781926";"aia tuende";"Coussapoa";"angustifolia"
"762299";"alimiao";"Parkia";"ulei"
"802313";"aluau";"Trattinnickia";"burserifolia"
"797207";"asao";"Goupia";"glabra"
"763982";"baaka mesupu";"Byrsonima";"Indet."
"776372";"baaka mesupu";"Xylopia";"nitida"
"786119";"baaka mesupu";"Conceveiba";"guianensis"
"773010";"baaka pedieko";"Xylopia";"nitida"
"804754";"baaka pedieko";"Laetia";"procera"
"793560";"babun weko";"Inga";"lomatophylla"
"766690";"bita tiki";"Casearia";"Indet."
"770689";"bita tiki";"Laetia";"procera"
"798862";"bita tiki";"Inga";"Indet."
"794514";"bofo udu";"Hieronyma";"oblonga"
"763589";"bois rouge";"Humiria";"balsamifera"
"768520";"bois saint jean";"Sterculia";"pruriens"
"770701";"bois saint jean";"Laetia";"procera"
"764153";"buguni";"Inga";"cayennensis"
"764580";"buguni";"Inga";"cylindrica"
"766357";"buguni";"Inga";"sarmentosa"
"770016";"busi kiki kisi";"Cordia";"panicularis"
"792882";"busi kiki kisi";"Palicourea";"guianensis"
"796882";"busi kiki kisi";"Cordia";"nervosa"
"810666";"busi kiki kisi";"Goupia";"glabra"
"802082";"cœur dehors";"Laetia";"procera"
"796953";"copaya";"Laetia";"procera"
"762309";"diankatu";"Ficus";"broadwayi"
"762865";"diankatu";"Ficus";"pertusa"
"763616";"diankatu";"Coussapoa";"angustifolia"
"764683";"diankatu";"Ficus";"schumacheri"
"766389";"diankatu";"Ficus";"americana"
"767067";"diankatu";"Ficus";"piresiana"
"772319";"diankatu";"Ficus";"nymphaeifolia"
"777524";"diankatu";"Laetia";"procera"
"782308";"diankatu";"Ficus";"panurensis"
"798570";"diankatu";"Coussapoa";"asperifolia"
"763184";"diapapaie";"Laetia";"procera"
"784642";"diapapaie";"Vismia";"sessilifolia"
"777120";"dodomisinga";"Pseudopiptadenia";"psilostachya"
"780176";"encens";"Stryphnodendron";"polystachyum"
"780816";"encens";"Trattinnickia";"burserifolia"
"808536";"funguti koko";"Goupia";"glabra"
"763096";"gaan moni";"Trattinnickia";"burserifolia"
"764473";"gebi udu";"Himatanthus";"bracteatus"
"816884";"gebi udu";"Parahancornia";"fasciculata"
"768199";"goupi";"Byrsonima";"densa"
"800976";"goupi";"Laetia";"procera"
"792042";"inkasa";"Annona";"prevostiae"
"762765";"inkatu";"Ficus";"broadwayi"
"763448";"inkatu";"Ficus";"americana"
"785378";"inkatu";"Coussapoa";"angustifolia"
"791363";"inkatu";"Ficus";"malacocarpa"
"792137";"inkatu";"Ficus";"schumacheri"
"797639";"inkatu";"Himatanthus";"articulatus"
"816681";"inkatu";"Ficus";"gomelleira"
"762450";"kaiman udu";"Goupia";"glabra"
"764260";"kaiman udu";"Virola";"surinamensis"
"769084";"kaiman udu";"Vismia";"Indet."
"777559";"kaiman udu";"Ficus";"maroniensis"
"780571";"kaiman udu";"Antonia";"ovata"
"812998";"kaiman udu";"Xylopia";"nitida"
"763147";"kankan udu";"Apeiba";"petoumo"
"780429";"kankan udu";"Hieronyma";"oblonga"
"765186";"kasaba udu";"Ormosia";"coutinhoi"
"769635";"kodia weko";"Laetia";"procera"
"783858";"kodia weko";"Inga";"disticha"
"783866";"kodia weko";"Inga";"thibaudiana"
"763137";"koko";"Casearia";"pitumba"
"767734";"koko";"Rinorea";"bahiensis"
"791930";"koko";"Myrcia";"magnoliifolia"
"793494";"koko";"Sacoglottis";"guianensis"
"808411";"koko";"Byrsonima";"densa"
"779797";"lakasi";"Mahurea";"palustris"
"766993";"maho cochon";"Schefflera";"decaphylla"
"777681";"maho cochon";"Symphonia";"globulifera"
"764962";"mesupu";"Ormosia";"coutinhoi"
"777445";"mesupu";"Alchornea";"triplinervia"
"781178";"mesupu";"Sterculia";"pruriens"
"783567";"mesupu";"Miconia";"Indet."
"796004";"mesupu";"Henriettea";"succosa"
"796665";"mesupu";"Carapa";"surinamensis"
"799131";"mesupu";"Miconia";"fragilis"
"812223";"mesupu";"Jacaranda";"copaia"
"772259";"neko udu";"Laetia";"procera"
"772801";"neko udu agitin";"Laetia";"procera"
"794720";"neko udu agitin";"Ormosia";"coutinhoi"
"809070";"pali udu";"Aspidosperma";"spruceanum"
"768722";"pindia udu";"Apeiba";"glabra"
"777350";"pindia udu";"Laetia";"procera"
"785691";"pindia udu";"Miconia";"minutiflora"
"793111";"pindia udu";"Guatteria";"schomburgkiana"
"794066";"pindia udu";"Humiria";"balsamifera"
"797419";"pindia udu";"Goupia";"glabra"
"811922";"pindia udu";"Zanthoxylum";"ekmanii"
"768085";"pinot";"Eschweilera";"decolorans"
"770860";"pinot";"Eschweilera";"congestiflora"
"781223";"pinot";"Eschweilera";"sagotiana"
"762471";"podo tiki";"Annona";"prevostiae"
"769374";"podo tiki";"Apeiba";"petoumo"
"779821";"podo tiki";"Laetia";"procera"
"782279";"podo tiki";"Palicourea";"guianensis"
"816661";"podo tiki";"Cordia";"sagotii"
"798919";"pulu";"Brosimum";"utile"
"764103";"santi koko";"Virola";"sebifera"
"792551";"santi koko";"Emmotum";"fagifolium"
"771477";"tamalin";"Albizia";"pedicellaris"
"768666";"tete weko";"Inga";"cayennensis"
"771174";"tete weko";"Inga";"lomatophylla"
"771677";"tete weko";"Inga";"Indet."
"783711";"tete weko";"Inga";"marginata"
"783789";"tete weko";"Inga";"alba"
"786103";"tete weko";"Inga";"longipedunculata"
"799821";"tingi moni";"Trattinnickia";"burserifolia"
"763283";"tonka";"Zanthoxylum";"ekmanii"
"767850";"tonka";"Ormosia";"melanocarpa"
"763873";"weko";"Tachigali";"paraensis"
"768075";"weti apisi";"Rhodostemonodaphne";"grandis"
"768055";"weti pedieku";"Miconia";"tschudyoides"
"769200";"weti pedieku";"Vismia";"Indet."
"801887";"weti pedieku";"Laetia";"procera"
"815622";"weti pedieku";"Goupia";"glabra"
"762723";"win udu";"Hieronyma";"alchorneoides"
"889006";"aganiamai";"Inga";"Indet."
"857504";"aia tuende";"Tachigali";"Indet."
"913780";"alimiao";"Pseudopiptadenia";"Indet."
"922123";"alimiao";"Dacryodes";"nitens"
"883978";"baaka apisi";"Licaria";"chrysophylla"
"879038";"baaka koko";"Licania";"sprucei"
"905419";"baaka koko";"Lacunaria";"Indet."
"884410";"bakuman";"Pouteria";"Indet."
"919203";"bofo udu";"Ferdinandusa";"paraensis"
"921698";"bofom peto";"Ferdinandusa";"paraensis"
"866520";"bois saint jean";"Protium";"Indet."
"891724";"boliken koko";"Hirtella";"Indet."
"924148";"bumbi kidia";"Rinorea";"Indet."
"863435";"busi banda";"Lecythis";"persistens"
"886317";"busi banda";"Eugenia";"patens"
"921536";"busi cacao";"Trichilia";"schomburgkii"
"883451";"busi mango";"Lacunaria";"jenmanii"
"875964";"diankatu";"Indet.";"Indet."
"857236";"dokali mapa";"Indet.";"Indet."
"902506";"ébène verte";"Tabebuia";"Indet."
"884281";"gaan moni";"Qualea";"rosea"
"884022";"geli apisi";"Aniba";"Indet."
"880229";"geli koko";"Couepia";"Indet."
"866907";"gonfolo";"Qualea";"rosea"
"882812";"goupi";"Mouriri";"crassifolia"
"884936";"koko";"Quiina";"guianensis"
"881484";"lebi koko";"Couepia";"parillo"
"920777";"maaka";"Chimarrhis";"turbinata"
"923618";"maho noir";"Buchenavia";"grandis"
"888210";"maho rouge";"Hirtella";"Indet."
"851292";"malobi";"Indet.";"Indet."
"894656";"mamadosu";"Pourouma";"Indet."
"883774";"mesupu";"Cordia";"sagotii"
"925199";"niamboka";"Pouteria";"caimito"
"888308";"pulu";"Mabea";"piriri"
"854517";"saint martin jaune";"Indet.";"Indet."
"848162";"santi koko";"Hirtella";"Indet."
"925856";"sipiki udu";"Votomita";"guianensis"
"876334";"taapu tiki";"Lacunaria";"jenmanii"
"902941";"tossopassa marécage";"Eschweilera";"coriacea"
"920824";"weko";"Inga";"bourgonii"
"936089";"-";"Dendrobangia";"boliviana"
"1000194";"-";"Zanthoxylum";"ekmanii"
"978840";"acacia franc";"Parkia";"pendula"
"944675";"aia tuende";"Palicourea";"Indet."
"949226";"akoinsiba";"Amanoa";"congesta"
"972716";"alimiao";"Pseudopiptadenia";"psilostachya"
"951669";"anangosi";"Swartzia";"guianensis"
"949062";"apisi";"Rauvolfia";"paraensis"
"954536";"atsientefi koko";"Pogonophora";"schomburgkiana"
"986948";"baaka apisi";"Siparuna";"cuspidata"
"936129";"baaka koko";"Licania";"alba"
"950107";"baaka koko";"Swartzia";"arborescens"
"1000260";"baaka koko";"Leonia";"glycycarpa"
"977511";"baaka mapa";"Poraqueiba";"guianensis"
"958237";"bakuman";"Naucleopsis";"guianensis"
"959527";"bakuman";"Swartzia";"guianensis"
"972598";"boliken koko";"Licania";"glabriflora"
"944320";"buguni";"Tapirira";"obtusa"
"987245";"buguni";"Inga";"nobilis"
"948613";"busi banda";"Hirtella";"bicornis"
"931746";"busi kanambuli";"Simaba";"cedron"
"967125";"busi kiki kisi";"Theobroma";"velutinum"
"982400";"busi kiki kisi";"Cordia";"toqueve"
"962674";"busi mango";"Tovomita";"sp.P4"
"965761";"busi mango";"Myrciaria";"floribunda"
"942746";"cèdre";"Lacunaria";"jenmanii"
"983089";"cèdre cannelle";"Ocotea";"cernua"
"950358";"dachitan";"Peltogyne";"paniculata"
"984217";"diankoi mata";"Lacunaria";"jenmanii"
"983173";"diapapaie";"Cecropia";"obtusa"
"1006484";"diapapaie";"Pourouma";"bicolor"
"943894";"gaan moni";"Thyrsodium";"puberulum"
"978304";"geli apisi";"Aniba";"hostmanniana"
"999680";"geli koko";"Licania";"ovalifolia"
"1007909";"goupi";"Mouriri";"huberi"
"979087";"grignon franc";"Eschweilera";"congestiflora"
"951028";"kasaba udu";"Sloanea";"laxiflora"
"974630";"kasaba udu";"Apeiba";"petoumo"
"930184";"koko";"Ferdinandusa";"paraensis"
"942522";"koko";"Talisia";"praealta"
"943563";"koko";"Sloanea";"laxiflora"
"985880";"koko";"Sloanea";"guianensis"
"1003327";"koko";"Leonia";"glycycarpa"
"1008131";"koko";"Eugenia";"pseudopsidium"
"960220";"kusisi";"Licania";"sprucei"
"948877";"lebi koko";"Parinari";"rodolphii"
"957848";"lebi koko";"Gaulettia";"parillo"
"1002221";"maaka";"Trichilia";"micrantha"
"1008763";"maaka";"Mouriri";"sp.2CAY-ATDN"
"931513";"maho rouge";"Pouteria";"gongrijpii"
"957175";"malobi";"Pouteria";"melanopoda"
"967372";"malobi";"Pouteria";"jariensis"
"1004923";"manil";"Symphonia";"globulifera"
"995346";"mapa";"Tabernaemontana";"Indet."
"943302";"muamba";"Inga";"pezizifera"
"975211";"niamboka";"Chrysophyllum";"sp.3CAY-ATDN"
"980828";"niamboka";"Ecclinusa";"guianensis"
"991908";"niamboka";"Lecythis";"poiteaui"
"957782";"pepe (a)tiki";"Eugenia";"sp.FG21-Holst"
"942689";"pulu";"Iryanthera";"sagotiana"
"942810";"pulu";"Protium";"giganteum"
"958790";"singabasu";"Inga";"loubryana"
"1008835";"singabasu";"Simaba";"morettii"
"942404";"supun udu";"Iryanthera";"hostmannii"
"965099";"taapu tiki";"Votomita";"guianensis"
"982956";"taapu tiki";"Touroulia";"guianensis"
"993629";"tamalin";"Abarema";"mataybifolia"
"973061";"tatu udu";"Talisia";"microphylla"
"944710";"tingi moni";"Tetragastris";"panamensis"
"951440";"tingi moni";"Micropholis";"melinoniana"
"960378";"tingi moni";"Catostemma";"fragrans"
"978494";"tingi moni";"Protium";"trifoliolatum"
"1006118";"tingi moni";"Tetragastris";"hostmannii"
"972296";"topi";"Mouriri";"sagotiana"
"1004143";"topi";"Eugenia";"sp.FG21-Holst"
"948968";"tosopasa";"Tovomita";"obovata"
"935119";"tupiki weko";"Virola";"michelii"
"1000160";"tupiki weko";"Erythroxylum";"citrifolium"
"1009066";"weko";"Inga";"brachystachys"
"965501";"weti apisi";"Licaria";"chrysophylla"
"972532";"weti apisi";"Siparuna";"decipiens"
"982549";"weti apisi";"Ocotea";"oblonga"
"996241";"weti apisi";"Protium";"tenuifolium"
"935650";"weti koko";"Diospyros";"carbonaria"
"960162";"weti koko";"Licania";"membranacea"
"984961";"weti koko";"Gaulettia";"parillo"
"994288";"weti koko";"Prunus";"myrtifolia"
"1005258";"weti koko";"Ilex";"inundata"
"1005732";"weti koko";"Abarema";"mataybifolia"
"955505";"weti sali";"Protium";"giganteum"
"943095";"win udu";"Ferdinandusa";"paraensis"
"1029841";"aganananga";"Gustavia";"hexapetala"
"1051443";"aganananga";"Chrysophyllum";"pomiferum"
"1072511";"aganananga";"Cecropia";"sciadophylla"
"1052952";"akoinsiba";"Eugenia";"sp.FG9-Holst"
"1073893";"akoinsiba";"Mouriri";"crassifolia"
"1036528";"bakuman";"Tapirira";"bethanniana"
"1042508";"bakuman";"Chrysophyllum";"sanguinolentum"
"1073923";"bakuman";"Tabernaemontana";"attenuata"
"1059521";"balata pomme";"Pouteria";"engleri"
"1096479";"bamba apisi";"Rhodostemonodaphne";"grandis"
"1045139";"bofo udu";"Chaunochiton";"kappleri"
"1023800";"bofom peto";"Indet.";"Indet."
"1014706";"bois de rose";"Ocotea";"cernua"
"1068782";"boliken koko";"Lacunaria";"crenata"
"1087662";"boliken koko";"Parinari";"rodolphii"
"1053067";"buguni";"Inga";"sp.12CAY-ATDN"
"1070934";"buguni";"Inga";"sp.P11"
"1028641";"busi banda";"Cassipourea";"guianensis"
"1052601";"busi mango";"Pouteria";"singularis"
"1028777";"cèdre";"Ocotea";"amazonica"
"1043710";"diankatu";"Licania";"alba"
"1070350";"diankatu";"Licania";"heteromorpha"
"1013481";"dodomisinga";"Eschweilera";"coriacea"
"1086893";"dodomisinga";"Eschweilera";"sagotiana"
"1083721";"ébène verte";"Indet.";"Indet."
"1043689";"geli koko";"Maytenus";"oblongata"
"1045297";"gonfolo";"Hebepetalum";"humiriifolium"
"1052156";"Hevea";"Indet.";"Indet."
"1015272";"inkasa";"Couratari";"multiflora"
"1050297";"kankan udu";"Lueheopsis";"rugosa"
"1072687";"kankan udu";"Couratari";"multiflora"
"1095685";"kasaba udu";"Apeiba";"glabra"
"1037064";"koko";"Indet.";"sp.13CAY-ATDN"
"1049509";"koko";"Indet.";"sp.34CAY-ATDN"
"1051547";"koko";"Carapa";"surinamensis"
"1052481";"koko";"Posoqueria";"latifolia"
"1040855";"kukuniefu";"Catostemma";"fragrans"
"1073070";"maho coton";"Catostemma";"fragrans"
"1023355";"maho noir";"Pogonophora";"schomburgkiana"
"1052679";"maho noir";"Hebepetalum";"humiriifolium"
"1050927";"malobi";"Micropholis";"longipedicellata"
"1096060";"malobi";"Cordia";"sagotii"
"1046036";"mamadosu";"Vitex";"triflora"
"1036590";"man tapuhupa";"Votomita";"guianensis"
"1040273";"manil";"Moronobea";"coccinea"
"1051583";"manil";"Symphonia";"sp.1"
"1080798";"meli";"Eschweilera";"decolorans"
"1082892";"meli";"Indet.";"sp.6Guyafor"
"1026841";"mesupu";"Chaunochiton";"kappleri"
"1050809";"mesupu";"Loreya";"mespiloides"
"1074409";"mesupu";"Oxandra";"asbeckii"
"1024971";"muamba";"Eperua";"falcata"
"1029789";"neko udu";"Recordoxylon";"speciosum"
"1065619";"niamboka";"Chaetocarpus";"schomburgkianus"
"1085666";"niamboka";"Micropholis";"melinoniana"
"1091109";"niamboka";"Tovomita";"sp.5CAY-ATDN"
"1028065";"pedieku";"Xylopia";"surinamensis"
"1059706";"pepe boiti";"Tapura";"capitulifera"
"1086965";"pepe boiti";"Micropholis";"melinoniana"
"1029565";"pulu";"Qualea";"rosea"
"1018531";"santi koko";"Couepia";"caryophylloides"
"1025725";"santi koko";"Couepia";"habrantha"
"1059345";"santi koko";"Licania";"longistyla"
"1013332";"sipiki udu";"Mouriri";"crassifolia"
"1088029";"sipiki udu";"Sloanea";"laxiflora"
"1037009";"tatu udu";"Sandwithia";"guyanensis"
"1019243";"tingi moni";"Tapura";"Indet."
"1072207";"topi";"Duroia";"longiflora"
"1090353";"topi";"Vantanea";"guianensis"
"1081520";"tosopasa";"Carapa";"surinamensis"
"1036111";"tupiki weko";"Elvasia";"elvasioides"
"1080582";"wandekole";"Dialium";"guianense"
"1028356";"wapa";"Recordoxylon";"speciosum"
"1051413";"wapa";"Eschweilera";"decolorans"
"1036067";"weko";"Licania";"alba"
"1052540";"weko";"Stryphnodendron";"polystachyum"
"1061651";"weti apisi";"Siparuna";"guianensis"
"1080312";"weti apisi";"Ocotea";"cernua"
"1061719";"weti koko";"Licania";"densiflora"
"1050791";"weti sali";"Protium";"decandrum"
"1029134";"weti udu";"Conceveiba";"guianensis"
"1068493";"weti udu";"Indet.";"sp.P22"
"1094002";"weti udu";"Alchorneopsis";"floribunda"
"1153913";"-";"Eschweilera";"congestiflora"
"1139896";"agui";"Thyrsodium";"puberulum"
"1180171";"agui";"Andira";"coriacea"
"1139528";"baaka koko";"Pogonophora";"schomburgkiana"
"1177260";"baolifi";"Coccoloba";"Indet."
"1138093";"buguni";"Inga";"capitata"
"1185547";"carapa";"Oxandra";"asbeckii"
"1154328";"cœur dehors";"Diplotropis";"Indet."
"1113258";"dokali";"Indet.";"Indet."
"1181642";"gaan moni";"Tetragastris";"panamensis"
"1140270";"geli koko";"Oxandra";"asbeckii"
"1141110";"geli koko";"Licania";"heteromorpha"
"1129627";"koko";"Eperua";"falcata"
"1170822";"koko";"Licania";"kunthiana"
"1171882";"koko";"Eperua";"grandiflora"
"1185052";"koko";"Votomita";"guianensis"
"1179226";"lebi koko";"Licania";"kunthiana"
"1183599";"lebi koko";"Parkia";"velutina"
"1135347";"maho noir";"Tovomita";"Indet."
"1141745";"maho noir";"Pradosia";"cochlearia"
"1156762";"maho noir";"Sloanea";"Indet."
"1167978";"maho noir";"Oxandra";"asbeckii"
"1113971";"maho rouge";"Pogonophora";"schomburgkiana"
"1127749";"maho rouge";"Licania";"heteromorpha"
"1134963";"maho rouge";"Posoqueria";"latifolia"
"1136869";"maho rouge";"Oenocarpus";"bataua"
"1139021";"maho rouge";"Thyrsodium";"Indet."
"1136591";"man papaie";"Pourouma";"guianensis"
"1125114";"manil";"Indet.";"Indet."
"1138423";"manil";"Garcinia";"madruno"
"1178497";"manil";"Eschweilera";"sagotiana"
"1180905";"meli";"Lecythis";"holcogyne"
"1185083";"meli";"Couratari";"calycina"
"1166388";"mesupu";"Miconia";"prasina"
"1116801";"muamba";"Lecythis";"persistens"
"1136846";"muamba";"Tovomita";"Indet."
"1152790";"santi koko";"Zygia";"tetragona"
"1177019";"singabasu";"Licania";"alba"
"1107938";"sipiki udu";"Indet.";"Indet."
"1171113";"Symphonia";"Indet.";"Indet."
"1138436";"tatu udu";"Couratari";"calycina"
"1129649";"wapa";"Tapura";"capitulifera"
"1180677";"wata tiki";"Swartzia";"arborescens"
"1180566";"weko";"Amaioua";"guianensis"
"1181333";"weko";"Poraqueiba";"guianensis"
"1139442";"weti koko";"Hirtella";"Indet."
"1283745";"-";"Eperua";"falcata"
"1272880";"adugue";"Moronobea";"coccinea"
"1284151";"adugue";"Copaifera";"guianensis"
"1205017";"agusiton";"Posoqueria";"longiflora"
"1235953";"agusiton";"Quiina";"integrifolia"
"1245488";"akoinsiba";"Swartzia";"Indet."
"1245598";"akoinsiba";"Swartzia";"grandifolia"
"1202486";"amarante";"Peltogyne";"paniculata"
"1254389";"atila koko";"Pogonophora";"schomburgkiana"
"1261761";"baaka koko";"Licania";"heteromorpha"
"1262095";"baaka mapa";"Lacmellea";"aculeata"
"1231300";"baaka mesupu";"Byrsonima";"laevigata"
"1260929";"baaka pedieko";"Oxandra";"asbeckii"
"1261370";"baaka pedieko";"Miconia";"tschudyoides"
"1235403";"baaka tiki";"Protium";"subserratum"
"1251751";"babun weko";"Inga";"sp.12CAY-ATDN"
"1252023";"babun weko";"Inga";"marginata"
"1252104";"babun weko";"Inga";"gracilifolia"
"1261583";"babun weko";"Inga";"tubiformis"
"1269252";"babun weko";"Inga";"sp.P11"
"1202405";"bakuman";"Elaeoluma";"Indet."
"1220293";"bakuman";"Duroia";"longiflora"
"1194489";"bofom peto";"Heisteria";"densifrons"
"1229945";"bofom peto";"Couratari";"multiflora"
"1243642";"bofom peto";"Chrysophyllum";"pomiferum"
"1262232";"bofom peto";"Micropholis";"obscura"
"1212681";"boliken koko";"Dicorynia";"guianensis"
"1262166";"boliken koko";"Sandwithia";"guyanensis"
"1262185";"boliken koko";"Licania";"laxiflora"
"1197823";"bumbi kidia";"Rinorea";"pectinosquamata"
"1208742";"bumbi kidia";"Rinorea";"sp.P3"
"1194208";"busi banda";"Eugenia";"sp.FG14-Holst"
"1202789";"busi cacao";"Tovomita";"sp.2CAY-ATDN"
"1280824";"busi kasu";"Micropholis";"egensis"
"1247523";"busi kosu";"Sloanea";"sp.32CAY-ATDN"
"1256391";"busi mango";"Tovomita";"brasiliensis"
"1261625";"busi mango";"Licania";"alba"
"1194088";"diankoi mata";"Guarea";"guidonia"
"1209173";"encens";"Trattinnickia";"demerarae"
"1232225";"geli apisi";"Sloanea";"Indet."
"1233410";"geli apisi";"Ocotea";"subterminalis"
"1207077";"geli koko";"Cheiloclinium";"cognatum"
"1254414";"geli koko";"Theobroma";"subincanum"
"1284110";"goupi";"Votomita";"guianensis"
"1201208";"koko";"Dialium";"guianense"
"1215402";"koko";"Chaetocarpus";"sp.1CAY-ATDN"
"1208001";"kukuniefu";"Zygia";"tetragona"
"1262414";"kukuniefu";"Moronobea";"coccinea"
"1236660";"kumanti udu";"Micropholis";"obscura"
"1241792";"kumanti udu";"Sandwithia";"guyanensis"
"1210004";"kusisi";"Gustavia";"hexapetala"
"1235175";"kusisi";"Cordia";"nervosa"
"1246103";"kusisi";"Siparuna";"decipiens"
"1261346";"kusisi";"Cordia";"sagotii"
"1228442";"kwasi tiki";"Amanoa";"congesta"
"1190202";"kwebi koko";"Couepia";"bracteosa"
"1201552";"kwebi koko";"Parinari";"montana"
"1202080";"kwebi koko";"Couepia";"caryophylloides"
"1205587";"kwebi koko";"Couepia";"habrantha"
"1209485";"kwebi koko";"Amanoa";"guianensis"
"1217296";"lakasi";"Macoubea";"guianensis"
"1234156";"lakasi";"Caraipa";"punctulata"
"1245365";"lebi koko";"Pouteria";"gongrijpii"
"1250912";"lebi koko";"Lacunaria";"jenmanii"
"1191055";"lebi tongo";"Maytenus";"sp.1CAY-ATDN"
"1192038";"maho cigare";"Couratari";"calycina"
"1192943";"maho cigare";"Couratari";"gloriosa"
"1188851";"mamadosu";"Tapura";"capitulifera"
"1209977";"man tapuhupa";"Conceveiba";"guianensis"
"1245514";"man tapuhupa";"Quiina";"integrifolia"
"1275690";"man tapuhupa";"Tovomita";"sp.11CAY-ATDN"
"1192559";"muamba";"Sandwithia";"guyanensis"
"1217208";"muamba";"Tovomita";"sp.11CAY-ATDN"
"1238980";"neko udu";"Abarema";"jupunba"
"1250836";"neko udu";"Ormosia";"Indet."
"1267784";"niamboka";"Vitex";"triflora"
"1217184";"pindia udu";"Vismia";"ramuliflora"
"1226750";"pindia udu";"Talisia";"hexaphylla"
"1208349";"pulu";"Chrysophyllum";"pomiferum"
"1193932";"saint martin rouge";"Lecythis";"persistens"
"1188335";"santi koko";"Hirtella";"glandistipula"
"1257366";"singabasu";"Eugenia";"anastomosans"
"1212909";"Symphonia";"Parinari";"parvifolia"
"1268012";"taapu tiki";"Talisia";"praealta"
"1210176";"tamalin";"Chrysophyllum";"pomiferum"
"1247343";"tatu udu";"Abarema";"mataybifolia"
"1271226";"tatu udu";"Inga";"stipularis"
"1231799";"tete weko";"Recordoxylon";"speciosum"
"1249633";"tingi moni";"Dacryodes";"sp.4CAY-ATDN"
"1203638";"tonka";"Dipteryx";"punctata"
"1276166";"topi";"Mouriri";"collocarpa"
"1225319";"tupiki weko";"Chrysophyllum";"pomiferum"
"1190482";"wata tiki";"Mabea";"piriri"
"1192067";"wata tiki";"Amphirrhox";"longifolia"
"1198678";"wata tiki";"Protium";"tenuifolium"
"1200841";"wata tiki";"Chaetocarpus";"schomburgkianus"
"1253831";"wata tiki";"Helicostylis";"tomentosa"
"1210887";"weko";"Inga";"tubiformis"
"1230204";"weko";"Chaunochiton";"kappleri"
