Family;Genus;species;bar_code;plot_code;X;Y;n_lvs;surete;status;bar_code_curr;taxon_code;DBH;Height;ID_arbre;ID_ram;Ht_sample;thickness;SPAD;toughness;dry_mass;traits_surf_area;ind_surf_area;sapwood_dens;moisture;bark_thick;twig_dens;twig_diam;twig_bark_thick;comment
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;schomburgkiana;T10184;T1;61.5;11.5;3;4;OK;T10184;737;52.4;30;5;4;22;240;38.0333341;1.903333386;0.30733333;34.07169914;;0.44915;1.3079;11;0.552988764;10.7166;2.17597179;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;sp. B1;NH200049;NH20;0;395;3;4;OK;NH200049;949;35.8;23;4;3;18;362.0999959;71.80000051;3.936666648;2.298666636;;308.7;0.7022;0.4345;6;0.7;12.447;1.936;aff splendens
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200069;NH20;20;334;3;5;OK;NH200069;292;10.7;13;1;1;12;218.4333344;40.09999975;2.793333371;1.327333331;;387.8;0.6851;0.5285;1;0.677;8.5875;1.0375;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200094;NH20;11;389;3;5;OK;NH200094;292;14;14;1;1;10;207.6666667;48.16666667;2.193333308;1.103666663;;339;0.6337;0.5938;3;0.68;8.845;1.0785;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200294;NH20;58;398;3;5;OK;NH200294;292;29.7;24;2;2;20;215.799998;46.13333384;2.416666667;0.900666654;;248.3;0.643;0.7207;5;0.71;10.5835;1.683;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200385;NH20;79;346;3;5;OK;NH200385;292;15;18;2;3;18;284.8666585;48.70000076;3.49333334;0.791333338;;131.4;0.605;0.7108;;0.564;10.882;1.9985;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200418;NH20;76;394;3;5;OK;NH200418;292;12.6;13;1;1;10;213.4333344;54.39999898;2.643333356;1.714000026;;390.2;0.643;0.5783;;0.723;14.422;1.77;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200468;NH20;87;365;3;5;OK;NH200468;292;22.3;20;2;1;13;223;45.79999924;2.769999981;1.370000045;;343.4;0.6146;0.6811;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;subterminalis;NH200538;NH20;96;384;3;5;OK;NH200538;292;16.4;17;3;2;17;260.899999;56.63333257;2.930000067;0.84466668;;165.1;0.6492;0.5936;;0.586;10.3915;1.5215;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;tomentella;M17116123;M1711;17;96;3;4;OK;M17116123;293;10.7;11;4;3;8;253.9000041;39.90000025;2.399999936;3.038666646;;928;0.5003;0.6034;1;0.53;14.5435;2.0115;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;tomentella;M17116509;M1711;49;19;3;4;OK;M17116509;293;64;26;;;;268.1333415;53.43333435;1.703333338;1.884666681;;478.2;0.4005;1.1177;11;0.537;17.6735;4.5705;DI not recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;tomentella;M17116537;M1711;53;6;3;4;OK;M17116537;293;45.2;32;5;4;30;276.4666697;58.59999975;1.929999987;1.018000007;;209.5;0.5126;0.8138;7;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Ocotea;IND;T10309;T1;38.5;33;0;0;MORT;T10309;736;;;;;;;;;;;;;;;;;;at 1.9m
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;grandis;A110059;A11;13;51;3;5;OK;A110059;294;30.6;28;1;3;24;263.6333262;67.73333232;3.546666622;2.140666604;;464.2;0.52;0.8;5;0.451197058;12.4935;1.19152186;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;grandis;B443004;B4;82;82;3;5;OK;B443004;294;32.9;28;4;4;28;315.8000081;46.29999924;3.413333416;0.941333334;;161.8;0.43;1.16;10;0.466;14.1344;3.716;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;grandis;LV109151;LV1;124.4;51.5;3;5;OK;LV109151;294;12.42038217;15;2;1;12;303.3333333;63.46666718;2.853333394;3.116333326;242.6399994;;0.3842;0.9019;3.4;0.401971522;13.4752;2.22606572;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;grandis;P01860188;P018;62;65;3;5;OK;P01860347;294;12.7;17;3;3;16;218.8666687;50.03333282;2.149999936;1.296333333;;365.7;0.4924;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;grandis;P01860518;P018;95;60;3;5;OK;P01860482;294;10.2;12;4;4;12;275.5666707;70.23333232;3.273333311;2.855333328;;615.7;0.4107;;3.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;kunthiana;LV109515;LV1;190.6;79.6;3;4;OK;LV109515;296;39.49044586;34;5;5;34;264;30.6666673;0.659999996;0.639999996;75.89083354;;0.49961;0.7541;10.4;0.641702686;25.8549;6.1307107;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;kunthiana;NH200638;NH20;28;318;3;4;OK;NH200638;296;32.9;28;3;3;25;249.3333282;60.96666718;1.49000001;0.631999989;;182.4;0.3639;1.1557;17;0.461;12.297;2.221;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;kunthiana;T10176;T1;79;90;3;4;OK;T10176;296;50.3;31;3;3;25;233.3333333;47.76666641;1.429999987;2.018000007;187.3539988;;0.46825;0.8249;7.4;0.541715802;9.82328;2.78846901;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;kunthiana;T10199;T1;68;49.5;3;4;OK;T10199;296;16.2;21;3;3;15;200;52.43333308;1.74000001;5.243666808;449.9449972;;0.41923;0.6601;4.8;0.46845037;16.1277;4.52690352;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;kunthiana;T10268;T1;46;30.5;3;4;OK;T10268;296;20.7;21;3;3;21;236.6666667;51.26666514;2.013333281;2.542333285;250.991333;;0.32259627;0.946696697;7.2;0.460271572;11.5349;2.92236122;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;kunthiana;T10313;T1;40;35;3;4;OK;T10313;296;15;23;2;2;12;223.3333333;56.66666667;1.886666695;2.817333341;263.6766612;;0.375;0.823775388;3.1;0.486209068;19.0613;3.72898229;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;praeclara;M17116051;M1711;25;32;3;5;OK;M17116051;297;27.7;25;4;3;25;241.100001;53.76666641;2.75999999;1.930666645;;517;0.4276;0.8061;4;0.486;11.987;2.5265;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;rufovirgata;M17116892;M1711;98;13;0;0;MORT;M17116892;298;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;rufovirgata;NH200072;NH20;16;337;3;4;OK;NH200072;298;12;15;2;2;15;222.7666677;50.5333341;1.956666668;0.654999991;;229.4;0.5135;0.7511;8;0.507;12.915;1.0855;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;rufovirgata;NH200194;NH20;43;306;3;4;OK;NH200194;298;12.8;18;1;1;10;231.3666636;50.79999924;3.019999981;0.725666662;;233;0.6244;0.652;3;0.54;9.8785;0.4285;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;rufovirgata;NH200368;NH20;70;316;3;4;OK;NH200368;298;13;15;2;2;15;217.200002;37.63333321;1.453333338;0.493999998;;253.1;0.485;0.7051;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Rhodostemonodaphne;rufovirgata;T10228;T1;57.5;25;3;4;OK;T10228;298;29;29;4;4;25;286.6666667;57;2.74000001;0.802666644;63.17266719;;0.55768;0.8412;7.8;0.523586347;16.7866;3.42105556;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;A110207;A11;46;16;3;5;OK;A110207;299;32.8;26;2;1;12;251.2333323;49.36666616;1.586666663;0.519666672;;160.9;0.41;0.88;10;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;A110266;A11;69;93;3;5;OK;A110266;299;32.5;30;5;5;30;251.7666677;69.36666616;1.556666652;0.381000002;;100.6;;;8;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;A110286;A11;72;73;3;5;OK;A110286;299;12.1;20;1;2;10;190.899999;55.66666794;1.23666664;0.565333327;;222.6;0.49;0.86;1;0.537421346;11.2688;1.05903923;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;A110349;A11;61;11;3;5;OK;A110349;299;23.9;20;3;3;20;346.3666789;69.10000102;1.710000038;0.886666656;;171.6;0.42;0.95;5;0.537148952;12.7303;0.40715261;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;A110353;A11;65;9;3;5;OK;A110353;299;34.7;25;3;3;25;287.2333374;66.93333181;1.689999978;0.56099999;;148.5;;;8;0.542704046;16.2628;1.75985334;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;B429001;B4;45;28;3;5;OK;B429001;299;50;33;4;4;30;284.9000041;71.43333181;2.593333324;1.110333343;;257.3;0.47;0.78;9;0.587;12.1741;3.515;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;B430058;B4;43;6;3;5;OK;B430058;299;14.8;17;1;1;12;212.200002;63.70000076;1.51000003;0.848666648;;302.5;0.46;0.84;5;0.634;13.1132;3.458;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;B438046;B4;51;6;3;5;OK;B438046;299;11.1;13;1;1;10;183.5333354;42.60000102;0.953333318;0.345333333;;155.9;0.46;0.98;6;0.343;6.63348;2.801;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;LV109135;LV1;130.2;27.7;3;5;OK;LV109135;299;105.0955414;50;5;5;40;303.3333333;66.06666819;1.780000011;0.69599999;44.03276698;;0.39574;1.1341;17.9;0.644781857;16.4264;4.38566475;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;M17116052;M1711;25;34;3;5;OK;M17116052;299;27.2;22;4;4;22;254.3333333;58.96666718;1.689999978;0.887666663;;265.4;0.4638;1.1322;3;0.368;7.2435;2.36;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;M17116072;M1711;18;56;3;5;OK;M17116072;299;51.6;24;3;3;24;237.5666656;56.16666667;1.470000029;0.895000001;;265.1;;;11;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;M17116081;M1711;24;42;3;5;OK;M17116081;299;40.1;25;3;3;20;290.0999959;60.46666718;1.633333365;0.568666657;;182.2;0.4608;1.1345;7;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;M17116119;M1711;5;96;3;5;OK;M17116119;299;34.9;25;3;4;25;247.4333344;54.23333359;1.390000025;0.714000007;;227.1;0.4914;0.86;7;0.554;10.9815;2.3535;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;M17116507;M1711;42;15;3;5;OK;M17116507;299;81.5;33;5;3;33;250.100001;64.40000153;1.50999999;0.609333316;;178.1;;;15;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;NH200484;NH20;88;394;3;5;OK;NH200484;299;85.5;31;5;5;31;324.0999959;71.5;1.719999989;0.895999988;;179.5;0.4623;1.1206;28;0.567;12.636;4.234;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;NH200490;NH20;95;305;3;5;OK;NH200490;299;27.3;20;4;4;20;248.299998;58.13333384;1.566666643;0.781666656;;216.9;0.4435;1.0042;11;0.413;17.3265;3.6235;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;NL110043;NL11;105;60;3;5;OK;NL110043;299;11.4;18;3;4;18;245.899999;38.40000025;1.296666662;1.20933334;;467.4;0.5321;0.9157;4;0.575;12.436;2.332;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;NL110193;NL11;133;15;3;5;OK;NL110193;299;16;20;3;2;20;235;54.36666616;1.476666689;0.748999993;;179;0.5315;0.7403;5;0.641;10.812;2.8475;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;P00610426;P006;57;200;3;5;OK;P00610426;299;49.5;25;5;5;25;362.9000041;67.76666768;1.940000057;0.499666661;;78.2;0.4589;;20;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;P01860211;P018;78;41;3;5;OK;P01860390;299;23.1;19;;;;203.4666646;69.06666819;1.459999998;1.003999988;;279.1;0.5078;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;P01860338;P018;15;34;3;5;OK;P01860069;299;39.8;23;5;4;23;346.5666707;78.83333333;1.850000024;0.531666676;;94.8;0.4767;;7;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;Sextonia;rubra;P01860345;P018;14;45;3;5;OK;P01860061;299;17.5;20;5;2;18;243.5333354;51.90000025;1.796666662;0.422999998;;140.7;0.4811;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. 7 (DS);M17116113;M1711;4;91;3;4;OK;M17116113;250;15.9;11;1;1;10;169.3666636;43.5333341;1.449999968;0.342666661;;187.7;0.3892;0.5843;5;0.485;12.7615;2.22;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B1;P00610449;P006;59;166;3;4;OK;P00610449;251;12.9;17;2;4;16;263.6666667;65.16666667;2.26000003;0.30733333;;72.8;0.8931;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B10;NL110316;NL11;154;33;3;4;OK;NL110316;271;12.5;18;2;2;15;230.4333293;64.5333341;2.119999965;0.259666671;;88.1;0.6471;0.4941;2;0.633;15.374;1.6175;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B11;NL110192;NL11;133;13;3;4;OK;NL110192;272;11;;1;1;1;167;27.56666692;1.373333375;0.225666662;;170.1;;;;0.382;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B12;NL110592;NL11;171;48;3;4;OK;NL110592;273;10.7;15;2;2;5;165.100001;47.16666667;1.526666641;0.377666667;;169.7;0.6536;0.7262;4;0.686;11.732;2.001;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B13;NL110059;NL11;107;98;3;4;OK;NL110059;274;12.6;14;2;3;14;189.799998;54.19999949;1.860000014;0.193666667;;83.9;0.6981;0.6194;0.5;0.503;9.0495;0.917;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B15;NH200279;NH20;57;360;3;4;OK;NH200279;276;10.5;10;2;2;10;208.899999;53.20000076;1.633333325;0.358;;127.3;0.7167;0.5973;1;0.698;15.9665;1.91;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B16;NL110565;NL11;102;47;3;4;OK;NL110565;277;11;15;3;4;15;241.9666697;47.20000076;2.073333303;0.431000004;;191.7;0.6905;0.6309;8;0.564;12.7515;1.8665;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B17;LV109147;LV1;131.4;45.3;3;4;OK;LV109147;278;21.49681529;24;2;1;22;214.3333333;44.09999975;1.640000025;0.175333331;20.36736679;;0.41625;0.6597;4.55;0.552473135;10.5387;1.71575977;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B17;NH200333;NH20;64;371;3;4;OK;NH200333;278;10.4;15;1;1;15;197.4333344;51.93333308;1.50666666;0.670333346;;259.4;0.5491;0.713;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B18;NH200443;NH20;82;327;3;4;OK;NH200443;279;12.7;8;3;3;8;272;54.63333257;1.796666662;0.601000001;;185.8;0.7121;0.5149;0.5;0.578;10.9525;1.178;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B19;A110356;A11;70;1;3;4;OK;A110356;253;41.9;30;4;3;25;230.7666677;53.59999975;1.786666711;0.787;;216.9;0.48;0.78;6;0.626335561;12.94;1.24389904;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B19;NL110457;NL11;175;92;3;4;OK;NL110457;253;11.9;19;2;2;15;230.8666687;55.29999924;1.843333284;0.721666674;;274.2;0.4717;0.6341;1;0.417;9.4915;1.4605;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B2;A110345;A11;65;17;3;4;OK;A110345;254;15;13;1;1;13;200.100001;64.0333341;1.75999999;0.280666669;;113.2;0.7;0.45;4;0.581186295;9.0345;0.51743221;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B2;B446076;B4;83;24;3;4;OK;B446076;254;13;15;1;1;10;223.1333313;45.59999975;1.690000017;0.399666667;;163.5;0.7;0.42;4;0.62;15.8709;2.111;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B2;NL110171;NL11;123;88;3;4;OK;NL110171;254;19.8;20;2;1;;188.8666687;55.26666641;1.523333311;0.36133334;;156;0.6715;0.5597;7;0.618;10.9675;1.5095;Sampling height not recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B2;P01860258;P018;88;58;3;4;OK;P01860448;254;15.9;13;2;3;13;187.5333354;55.69999949;1.379999995;0.405999988;;176.2;0.8114;;7;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B20;P00612890;P006;84;166;3;4;OK;P00612890;255;10.2;10;2;2;10;265.4333293;33.93333308;1.796666662;0.850000024;;180;0.6945;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B21;B438005;B4;61;25;3;4;OK;B438005;256;20.2;26;;;;285.4666748;52.80000051;1.716666698;0.550333321;;81.3;0.7;0.39;8;;;;DI not recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B22;B444019;B4;79;51;3;4;OK;B444019;257;42.6;27;3;3;20;252.4666646;58.16666667;2.456666668;0.415000002;;104.9;0.46;0.89;8;0.537;11.8858;2.582;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B23;A110089;A11;5;90;3;4;OK;A110089;258;16.6;22;2;2;20;165.100001;61.09999847;1.270000021;0.50666665;;173.6;0.42;0.56;1;0.434035242;6.90925;0.85807709;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B24;A110081;A11;15;71;3;4;OK;A110081;259;22.1;28;3;3;20;264.8666585;62.70000203;2.660000006;0.560333331;;144.1;0.79;0.26;4;0.671199679;8.2185;0.770627;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B25;B446050;B4;81;11;3;4;OK;B446050;260;12.2;14;2;2;11;180.100001;46.43333308;0.74333332;0.181999996;;72.8;0.65;0.56;2;0.54;9.16287;1.598;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B26;B436014;B4;75;66;3;4;OK;B436014;261;23.5;;3;3;25;379.4333293;54.26666641;2.766666651;1.196333309;;287.9;0.67;0.5;3;0.667;12.3998;2.71;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B27;A110067;A11;3;58;3;4;OK;A110067;262;36.6;32;4;3;32;256.4666697;68.46666463;1.903333346;0.299333339;;86.4;0.33;1.21;4;0.476990491;10.74;0.54338306;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B28;B427006;B4;34;87;3;4;OK;B427006;263;47.6;;5;5;35;338.9000041;57.53333282;2.703333298;0.785000006;;141.3;0.663924794;0.840707965;10;0.638;10.4433;1.585;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B28;LV109177;LV1;131.5;78.7;3;4;OK;LV109177;263;17.51592357;23;4;3;22;349.3333333;65.1666654;2.570000013;1.252999981;70.42423503;;0.47873;0.8504;3.05;0.493713962;10.0209;1.613202;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B29;B437064;B4;59;46;3;4;OK;B437064;264;16.7;29;1;2;18;228.799998;59.26666768;1.570000013;0.285666669;;66.7;0.64;0.43;3;0.668;10.7192;1.841;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B29;B444001;B4;91;52;3;4;OK;B444001;264;44.6;35;5;5;30;274.3333333;61.83333333;2.786666632;0.498666664;;102.4;0.57;0.73;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B29;B444007;B4;94;67;3;4;OK;B444007;264;47.4;38;5;5;35;274.9000041;48.86666743;2.49333334;0.305666665;;58.8;0.67;0.38;11;0.616;8.4692;2.537;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B29;B444031;B4;84;67;3;4;OK;B444031;264;26.7;27;3;2;22;210.799998;53.19999949;1.663333337;0.27366667;;74.4;0.52;0.89;10;0.671;7.88794;1.564;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B3;P01860321;P018;15;14;3;4;OK;P01860087;265;27.4;30;;;;254.7666728;63.10000102;1.933333278;0.518666665;;119.3;0.8655;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B30;A110159;A11;30;48;3;4;OK;A110159;687;28.7;25;3;3;15;161.6666667;48.90000025;1.149999976;0.270333335;;141.8;0.33;0.74;4;0.462131441;7.4775;0.80089822;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B32;LV109197;LV1;118.6;81.9;3;4;OK;LV109197;889;13.05732484;17;3;2;17;230;68.93333181;1.946666718;0.610333333;64.69653447;;0.63585;0.651;2.25;0.639109077;12.2704;2.12173039;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B33;LV109472;LV1;177.3;72.8;3;4;OK;LV109472;890;18.34394904;21;2;2;4;333.3333333;60.4666659;2.643333276;0.64533333;48.08803431;;0.63738;0.493;4;0.568635862;12.1781;2.7486474;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B34;LV109558;LV1;190;29.1;3;4;OK;LV109558;891;13.37579618;21;3;3;15;314.6666667;64.06666565;1.836666663;0.805999994;56.62626521;;0.43019;0.5519;3.1;0.543644379;10.4295;1.75260787;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B35;LV109302;LV1;155.9;69.6;3;4;OK;LV109302;892;39.8089172;29;4;3;20;630.3333333;56.69999949;1.909999967;0.38;28.84846624;;;;;0.566963317;13.8346;2.98005383;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B35;LV109402;LV1;161.9;5.7;3;4;OK;LV109402;892;13.82165605;17;2;1;12;357.6666667;54.13333384;2.056666692;0.492333343;42.78896713;;;;;0.518332298;12.8912;2.66149006;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B35;LV109413;LV1;168.5;20.2;3;4;OK;LV109413;892;28.34394904;25;2;1;18;272.3333333;63.43333308;1.860000014;0.618999988;65.21266683;;0.46042;0.7751;8.9;0.591432225;10.5239;2.17354011;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B35;LV109550;LV1;194.5;33.2;3;4;OK;LV109550;892;;28;4;4;28;341.3333333;62.99999873;2.460000038;0.533000002;41.12013372;;0.51141;0.5435;5.3;0.40121873;5.79877;1.72749077;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B36;LV109290;LV1;145.4;54.8;3;4;OK;LV109290;893;19.58598726;21;2;1;18;271.3333333;62.66666667;1.99000001;0.893000007;68.88090007;;0.67598;0.3584;7.5;0.852182817;10.177;2.24897114;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B36;LV109406;LV1;175.2;4;3;4;OK;LV109406;893;11.94267516;16;2;2;14;333.3333333;57.96666718;3.803333362;0.828000029;53.37513224;;0.78812;0.3706;3.9;0.799736322;8.69639;2.10886646;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B36;LV113005;LV1;180;15;3;4;OK;LV113005;893;10.35031847;;2;2;0;314;62.26666768;2.463333289;0.74666667;54.48389943;;;;;0.564551028;11.0906;2.19162303;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B37;LV109494;LV1;189.8;99.6;3;4;OK;LV109494;894;31.84713376;30;4;5;0;252.3333333;57.09999975;1.716666659;0.355000009;29.450634;;0.37227;0.9036;5.7;0.536063285;13.3821;2.41344518;sampling ht not recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B38;T10299;T1;33;18.5;3;4;OK;T10299;895;20.5;19;3;3;12;146.6666667;41.70000076;0.806666652;0.289666668;38.93156687;;0.40703;0.9429;4.1;0.528662765;12.9704;2.02137619;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B38;T10391;T1;17;37;3;4;OK;T10391;895;27.4;30;5;5;25;183.3333333;60.53333282;0.873333335;0.648333341;80.46246719;;;;3;0.540027369;13.2793;2.76900581;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B4;P01860494;P018;45;99;3;4;OK;P01860238;266;16.9;16;1;2;9;168.200002;58.86666616;1.073333363;0.229333331;;109.9;0.7671;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lauraceae;IND;sp. B5;P00610305;P006;37;142;3;4;OK;P00610305;267;15.9;20;3;3;12;219.4333344;48.63333257;1.780000011;0.500666658;;161.9;0.717522659;0.678947368;4;;;;
