Family;Genus;species;bar_code;plot_code;X;Y;n_lvs;surete;status;bar_code_curr;taxon_code;DBH;Height;ID_arbre;ID_ram;Ht_sample;thickness;SPAD;toughness;dry_mass;traits_surf_area;ind_surf_area;sapwood_dens;moisture;bark_thick;twig_dens;twig_diam;twig_bark_thick;comment
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116538;M1711;54;16;3;5;OK;M17116538;146;45;31;4;3;30;270.6666667;50.30000051;2.00999999;0.530666659;;120.6;0.8048;0.5394;11;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116624;M1711;68;74;3;5;OK;M17116624;146;55.4;23;4;5;23;267.2333374;49.63333257;2.336666663;0.393333336;;80.4;;;10;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116639;M1711;74;92;3;5;OK;M17116639;146;20.4;15;2;2;12;223.5333354;42.50000064;1.783333341;0.60800002;;189.7;0.7481;0.5466;3;0.787;12.672;2.142;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116834;M1711;81;72;3;5;OK;M17116834;146;12.5;14;;;;247.6666667;48.69999949;2.00333329;0.529000014;;149.7;;;3;;;;DI not recorded
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116838;M1711;84;67;3;5;OK;M17116838;146;61.6;31;4;5;25;280.5666707;62.76666641;2.169999997;0.510666658;;89;;;8;;;;check ID -Scan is not a L. membranacea
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116860;M1711;87;35;3;5;OK;M17116860;146;24.2;24;3;3;24;247.2333323;65.30000051;2.193333308;0.592333337;;142.1;;;3.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;M17116868;M1711;82;22;3;5;OK;M17116868;146;32.3;19;3;3;19;246.8666636;52.33333333;1.596666654;0.557000011;;128.6;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200005;NH20;5;308;3;5;OK;NH200005;146;12.1;16;1;1;12;233.1333313;54.33333333;1.639999986;0.723333349;;197.1;0.7726;0.5349;5;0.806;10.0085;1.176;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200013;NH20;2;320;3;5;OK;NH200013;146;28.4;28;3;3;28;282.2333374;55.26666768;2.456666629;0.630333324;;134.8;0.7914;0.4328;2;0.797;13.4255;2.5735;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200033;NH20;9;358;3;5;OK;NH200033;146;54.6;32;5;4;20;221.6666667;59.29999924;1.720000029;0.95266666;;267.7;0.853;0.3794;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200040;NH20;7;381;3;5;OK;NH200040;146;37.1;29;4;3;25;225.1333313;66.16666412;2.089999994;0.679;;156.8;0.8164;0.3829;6;0.748;14.849;2.462;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200065;NH20;12;327;3;5;OK;NH200065;146;20.3;19;3;3;19;243.899999;51.83333333;2.319999973;0.475333343;;119.6;0.8254;0.4736;4;0.747;8.333;1.5655;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200126;NH20;22;365;3;5;OK;NH200126;146;38.2;26;5;4;26;270.0999959;43.16666667;2.063333352;0.464333345;;92.3;0.7996;0.5265;4;0.698;15.1285;2.5285;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200147;NH20;30;395;3;5;OK;NH200147;146;56.2;30;5;4;30;255.7666677;48.69999949;2.266666651;0.452000002;;95.4;;;5;0.809;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200153;NH20;32;312;3;4;OK;NH200153;146;30.8;29;3;3;18;365.8000081;66.40000025;3.076666673;0.97966667;;190.3;;;;0.683;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200228;NH20;47;371;3;5;OK;NH200228;146;21.8;22;3;3;22;283.1999919;47.6666654;1.806666692;0.444333335;;87.5;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200287;NH20;57;371;3;5;OK;NH200287;146;42;31;3;2;30;261.3333333;51.59999975;2.376666665;0.542333325;;120.3;0.8158;0.4527;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200327;NH20;65;360;3;5;OK;NH200327;146;12.4;19;2;1;10;263.6666616;46.96666718;2.449999968;0.74999998;;193.5;0.7861;0.4825;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200496;NH20;99;313;3;5;OK;NH200496;146;14.8;18;2;2;18;226.2333323;46.83333333;1.656666676;0.660666664;;172.5;0.8018;0.468;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200511;NH20;98;338;3;5;OK;NH200511;146;12.2;17;3;3;16;241.5333354;52.23333232;1.593333324;0.633666674;;178.2;0.7674;0.4843;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200515;NH20;96;344;3;5;OK;NH200515;146;37;30;4;3;25;271.2999878;52.90000025;1.826666633;0.789666673;;175;0.8078;0.3888;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200662;NH20;48;303;3;5;OK;NH200662;146;10.9;13;2;2;10;213.3333333;49.40000025;1.620000005;0.556666652;;200.7;0.8391;0.4129;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200663;NH20;5;304;3;5;OK;NH200663;146;10;11;1;3;11;264.8666636;51.29999924;1.866666675;0.470666667;;123.4;0.8246;0.4462;3;0.706;8.903;1.209;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;NH200683;NH20;92;316;3;5;OK;NH200683;146;10.4;18;2;2;12;256.5333303;47.09999975;1.666666667;0.526666651;;128;0.8477;0.3972;1;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P00610038;P006;6;183;3;5;OK;P00610038;146;15.3;17;3;2;8;243.8666687;56.36666616;1.97999994;0.61166665;;158.2;0.8614;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P00610130;P006;15;168;3;5;OK;P00610130;146;15.9;15;3;3;12;241;55.90000025;1.666666667;0.500666668;;134.3;0.82;;6;;;;DI sample recorded as 3-4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P00610270;P006;36;193;3;5;OK;P00610270;146;42.2;30;3;4;20;284.7666626;44.43333435;1.896666646;0.454000006;;103.2;0.8601;;11;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P00610550;P006;64;218;3;5;OK;P00610550;146;16.6;20;3;3;;288.8000081;39.09999975;2.74000001;0.49000001;;88.9;0.8013;;4;;;;photo tronc OK en membranacea
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P00610638;P006;75;141;3;4;OK;P00610638;146;26.9;28;3;3;16;340.3666789;55.26666641;1.833333333;0.607333332;;123.6;;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P01860115;P018;55;41;3;4;OK;P01860278;146;12.1;20;3;3;20;286.4333293;48.9666659;2.963333289;0.822666645;;162.6;0.8339;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P01860172;P018;64;40;3;4;OK;P01860329;146;11.6;21;;;;248.3333384;43.30000051;1.790000002;0.485333323;;118.6;0.8191;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;membranacea;P01860324;P018;14;20;3;4;OK;P01860083;146;33.6;27;;;;271.5666707;55.36666616;1.543333292;0.386999995;;76.1;0.8072;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;micrantha;NH200679;NH20;93;316;3;4;OK;NH200679;147;10.1;11;1;1;11;219.100001;54.70000076;2.416666706;0.630000005;;210.4;0.7867;0.4552;0.5;;;;photo tronc colle pas avec membranacea
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;micrantha;P00610368;P006;47;198;3;4;OK;P00610368;147;14.2;15;2;2;15;293;48.83333333;3.153333346;0.42233333;;101.7;0.8123;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;micrantha;P00610630;P006;77;150;3;4;OK;P00610630;147;31.8;25;2;4;18;274.1999919;56.93333181;1.613333344;0.596999998;;133.6;;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;minutiflora;NH200162;NH20;36;343;3;5;OK;NH200162;148;44.1;32;4;4;32;210.2333323;42.5333341;1.353333354;0.202999994;;54.1;0.7684;0.5331;14;0.727;12.2355;0.964;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;minutiflora;NH200220;NH20;41;354;3;5;OK;NH200220;148;31.5;28;3;2;28;161.5666656;47.1666654;1.349999984;0.205333332;;72.4;0.7912;0.4252;3;0.574;9.382;1.071;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;octandra;LV109008;LV1;104.1;85.1;3;4;OK;LV109008;841;16.71974522;11;2;2;11;237.3333333;62.59999975;3.100000064;0.221666664;;;0.56398;0.7738;4.9;0.69978026;9.28175;1.41400468;subsp. octandra -le scan une autre chryso?
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;B435014;B4;59;76;3;5;OK;B435014;149;58.9;;5;5;35;543;70.46666718;3.340000073;0.666000028;;88.3;0.69;0.6;10;0.598;10.1298;2.896;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;B437044;B4;53;28;3;4;OK;B437044;149;11.1;11;1;1;11;366.4333293;62.56666692;2.823333343;1.567000012;;254;0.71;0.45;1;0.775;13.6243;1.93;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;NH200516;NH20;97;343;3;5;OK;NH200516;149;53.9;35;5;4;30;417;59.73333232;2.99333334;0.751000007;;130.5;0.811;0.4445;4;0.643;11.2765;2.084;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;P00610120;P006;15;184;3;5;OK;P00610120;149;16.6;22;3;3;16;544.2333374;75.06666819;2.049999992;1.091000021;;158.2;0.8657;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;P00610202;P006;26;213;3;5;OK;P00610202;149;33.4;28;5;5;28;641.0999959;79;3.833333254;0.483333339;;46.2;0.8116;;12;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;P00610256;P006;35;212;3;5;OK;P00610256;149;14.5;20;2;1;14;441.9000041;68.56666819;4.269999981;1.105333328;;194.8;0.8406;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;P01860154;P018;68;20;3;5;OK;P01860314;149;33.1;35;;;;412.6666667;57.36666616;2.539999962;0.646333337;;133.1;0.8372;;7;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;ovalifolia;P01860422;P018;25;79;3;5;OK;P01860132;149;16.6;19;1;2;13;310.0999959;63.66666667;2.850000064;0.511999995;;123.5;0.8172;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. 11 (DS);M17116485;M1711;38;40;3;4;OK;M17116485;152;17.2;15;2;3;15;308.3666789;48.4666659;1.406666676;0.081;;37.1;0.7642;0.5724;3;0.7;8.073;1.125;det DS pas trouve herbier correspondant
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. 11 (DS);M17116576;M1711;52;38;3;4;OK;M17116576;152;17.3;20;2;1;18;242.4333293;49.46666718;1.943333348;0.096333331;;47.3;0.8049;0.5288;4;;;;det DS pas trouve herbier correspondant
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. 11 (DS);M17116854;M1711;75;46;3;4;OK;M17116854;152;11.5;6;2;3;6;273.9000041;32.69999949;3.140000025;0.086666668;;52.6;0.7336;0.6429;2;;;;det DS pas trouve herbier correspondant
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. 2 (DS);NH200332;NH20;68;367;3;4;OK;NH200332;653;51.9;30;4;4;30;326.7666626;62.06666692;1.576666633;0.581666668;;101.4;0.7873;0.4884;5;0.748;13.6865;2.621;aff rodriguesii
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. B1;A110403;A11;98;45;3;4;OK;A110403;153;11.3;14;;;;164.9666697;49.63333257;1.576666713;0.233;;105.6;0.75;0.5;2;0.744079649;9.86375;0.75779695;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. B3;LV109155;LV1;122;50;3;4;OK;LV109155;657;11.62420382;19;2;1;16;200.3333333;41.26666641;1.206666688;0.103;16.09009965;;0.68959;0.4587;5;0.744396702;8.52882;1.57302121;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. B3;P00610150;P006;11;142;3;4;OK;P00610150;657;30.2;24;5;5;16;222.200002;37.43333308;0.969999989;0.091333332;;27.8;0.9021;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sp. B4;M17116517;M1711;30;6;3;4;OK;M17116517;688;15;13;3;2;10;283.5333303;44.73333359;1.820000013;1.22966667;;317.9;0.6952;0.6284;3;0.729;6.818;1.1965;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sprucei;LV109071;LV1;113.3;23.9;3;4;OK;LV109071;154;10.82802548;12;1;1;10;257.6666667;64.66666667;3.543333292;0.569000006;52.95656586;;0.62027;0.688;4;0.551066043;12.0553;1.89077839;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sprucei;P00610114;P006;13;192;3;5;OK;P00610114;154;14.2;15;1;1;7;252.4333293;59.26666641;3.216666698;0.343333334;;87.3;0.7246;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sprucei;P00610259;P006;42;215;3;5;OK;P00610259;154;18.1;10;1;1;10;284.7666626;70.39999898;3.323333343;0.800333341;;173.3;0.666;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sprucei;P00610375;P006;50;216;3;5;OK;P00610375;154;16.7;12;2;2;12;264.2333323;43.40000025;2.49333334;0.435333331;;134.2;0.6256;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;sprucei;P01860159;P018;67;24;3;5;OK;P01860317;154;22.6;17;3;3;15;288.7666626;63.23333232;4.49333334;0.451333334;;92.1;0.7605;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Licania;IND;NH200179;NH20;31;379;3;2;OK;NH200179;138;42.2;27;5;5;27;278.9000041;56.63333257;1.863333384;0.254333332;;52.5;0.8111;0.4408;7;0.733;10.441;3.1425;au scan ça à l'air d'un Licania mais difficile d'en dire plus
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Parinari;campestris;P00610261;P006;41;209;3;5;OK;P00610261;155;45.5183;33;5;5;25;322.1666667;38.93333308;2.129999995;0.27533333;;56.5;0.7303;;10;;;;DBH: ech
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Parinari;campestris;P00610286;P006;34;170;3;5;OK;P00610286;155;36.6056;30;5;5;30;327.4333293;46.83333333;2.919999917;0.349666665;;70.3;0.6754;;8;;;;DBH: ech
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Parinari;excelsa;B429025;B4;48;25;3;5;OK;B429025;156;18.5;22;2;2;22;201;54.09999975;1.873333335;0.441333324;;170.7;0.66;0.56;4;0.594;11.8773;2.028;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Parinari;excelsa;B444004;B4;96;55;3;5;OK;B444004;156;26.3;28;3;3;20;249.5666656;59.86666743;1.816666683;0.162;;61.7;0.59;0.8;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Parinari;montana;LV109130;LV1;130.4;17.8;3;5;OK;LV109130;157;19.9044586;30;3;3;21;383.6666667;51.63333257;2.463333368;0.705666661;54.9289004;;0.63111;0.5528;5.7;0.671736549;14.2274;3.16588105;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;Parinari;montana;NH200145;NH20;28;394;3;5;OK;NH200145;157;32.4;27;4;4;27;298.5333252;43.96666718;3.069999933;0.764333347;;150.9;0.7655;0.4944;5;0.685;11.5715;1.05;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;sp. B1;LV109117;LV1;132.9;2.5;3;4;OK;LV109117;914;12.7388535;18;3;3;12;170.3333333;45.70000076;1.23999997;0.45600001;57.36423492;;;;2.1;0.713304596;10.8156;2.11795;pour moi pareil que LV109281 mais sans les 2 glandes base limbe
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;sp. B1;LV109281;LV1;146.2;49.6;3;4;OK;LV109281;914;16.56050955;22;3;3;20;253.6666667;52.53333282;1.646666646;0.574000021;49.64823278;;0.68623;0.5258;4.85;0.709839673;13.7116;3.00926159;2 glandes base limbe
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;sp. B1;LV109458;LV1;174.6;51.5;3;4;OK;LV109458;914;16.68789809;19;3;2;19;;56.73333359;1.616666675;0.51;51.78673426;;0.69617;0.6356;4.2;0.657484407;7.33744;1.8967975;pour moi pareil que LV109281 mais sans les 2 glandes base limbe
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;sp. B1;LV112872;LV1;159;22;3;4;OK;LV112872;914;10.1910828;17;1;1;14;204.6666667;44.53333282;1.516666651;0.297333335;37.00666682;;;;;0.754205607;9.42322;1.65188892;2 glandes base limbe 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;sp. B1;LV112875;LV1;148.5;35;3;4;OK;LV112875;914;11.46496815;;2;2;0;195;42.9666659;1.5;0.387666677;46.89346568;;;;;0.651878613;8.1384;1.82717507;pour moi pareil que LV109281 mais sans les 2 glandes base limbe
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;IND;LV109289;LV1;145.7;52.8;0;1;MORT;LV109289;133;;;;;0;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysobalanaceae;IND;IND;NH200345;NH20;63;385;0;0;EXCLUDE;NH200345;133;47.5;22;;;;;;;;;;0.7588;0.5473;;;;;NO leaves - no field data collected
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Clusia;grandiflora;NH200632;NH20;2;389;3;5;OK;NH200632;158;12.7;;4;4;30;519.2999878;73.99999746;4.00333341;2.622333368;;331.6;;;;0.673;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Clusia;grandiflora;T1LIANA2_ON_145;T1;70.5;14;3;5;EXCLUDE;T1LIANA2_ON_145;158;;;;;;436.6666667;77.66666667;3.440000057;2.097000003;117.2901001;;;;;;;;liana/hemiepiphyte
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610046;P006;2;204;3;5;OK;P00610046;159;19.6;16;2;2;12;264.2333374;58.80000051;0.830000003;0.150666669;;50.8;0.5513;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610126;P006;17;174;3;5;OK;P00610126;159;21.8;21;4;5;;276.4333293;67.73333232;0.766666671;0.109666665;;35.3;0.6383;;9;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610138;P006;13;161;3;5;OK;P00610138;159;22.9;18;3;4;14;278.5666707;60.3333346;1.080000023;0.159333333;;50.8;;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610163;P006;37;190;3;5;OK;P00610163;159;15.6;20;2;2;14;238.2333323;77.26666768;0.816666663;0.142666663;;45.6;;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610187;P006;28;186;3;5;OK;P00610187;159;26.4;23;3;1;17;241.6666667;67.00000254;1.336666703;0.124000003;;48.8;;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610194;P006;26;201;3;5;OK;P00610194;159;25.9;21;3;3;18;254.700002;62.46666718;1.040000002;0.118000001;;44;;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610417;P006;56;220;3;5;OK;P00610417;159;16.9;20;3;4;15;308.5666707;73.93333181;1.019999981;0.113000001;;37.2;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610457;P006;51;160;3;5;OK;P00610457;159;28.8;25;5;3;20;300.0999959;73.10000102;0.799999992;0.129666669;;39.8;;;10;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610498;P006;62;147;3;5;OK;P00610498;159;25.8;20;2;4;20;291.0999959;56.83333333;0.959999998;0.155333335;;45.5;;;12;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610689;P006;89;201;3;5;OK;P00610689;159;17.3;17;3;2;14;242.4666697;71.26666514;0.736666679;0.104666665;;37.3;;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00610693;P006;81;203;3;5;OK;P00610693;159;14.6;15;1;1;15;243.0333303;60;0.686666648;0.132666667;;58.4;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00612152;P006;59;184;3;5;OK;P00612152;159;13.1;14;1;1;11;234;64.09999847;0.886666675;0.128333335;;52;;;3.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00612878;P006;98;140;3;5;OK;P00612878;159;11;13;2;2;13;251.7666575;61.13333257;0.75999999;0.098666668;;38.3;;;1.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;P00612879;P006;72;129;3;5;OK;P00612879;159;11.3;13;3;3;13;269.5333252;67.10000102;0.863333344;0.108666666;;37.4;;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Moronobea;coccinea;T10051;T1;100;24;3;5;OK;T10051;159;46.3;36;5;5;35;253.3333333;63.73333232;0.576666673;0.153333334;12.76923339;;0.61694;0.8072;13.5;0.649110917;18.0044;4.6103904;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Platonia;insignis;P01860004;P018;23;7;3;5;OK;P01860098;160;63.8;30;5;5;24;446.4333293;55.63333257;2.559999943;1.131999989;;183.8;0.5925;;22;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;A110200;A11;53;4;3;4;OK;A110200;161;23.6;21;3;3;21;388.8666585;58.09999975;4.019999901;3.136333386;;615.8;0.64;0.55;7;0.765182555;14.375;1.27409378;colle aussi avec macrophylla DS 3279 mais Fanchon dit que uniquement dans sud
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;A110333;A11;67;31;3;4;OK;A110333;161;16.9;15;3;3;15;299.3333333;61.56666819;2.800000032;1.714666684;;359.9;0.63;0.75;5;0.804817617;10.6278;1.17748756;colle aussi avec macrophylla DS 3279 mais Fanchon dit que uniquement dans sud
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;A110399;A11;91;50;3;4;OK;A110399;161;10.5;15;1;2;12;339.6666667;65.83333333;3.860000054;4.117333412;;835.6;0.61;0.68;3;0.707468033;8.096;0.59669143;colle aussi avec macrophylla DS 3279 mais Fanchon dit que uniquement dans sud
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;LV109394;LV1;163.7;19.5;3;4;OK;LV109394;161;10.66878981;14;1;1;12;283;62.36666616;2.626666625;1.048333327;101.8825989;;0.70678;0.5243;2.9;0.699872286;5.91487;1.50618605;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;P01860039;P018;39;8;3;5;OK;P01860190;161;12.1;19;3;3;12;319.0999959;69.16666667;2.823333343;2.365666707;;517.7;0.693;;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;P01860118;P018;58;47;2;5;OK;P01860274;161;16.9;17;3;3;17;306.5;63.40000153;3.915000081;3.297999978;;378.6;;;6;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;P01860119;P018;55;49;3;5;OK;P01860273;161;12.1;16;1;1;8;272.5666707;59.86666743;2.836666663;1.671000004;;440.1;;;3.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;P01860164;P018;70;32;3;5;OK;P01860322;161;10.3;8;2;2;8;317.0999959;70;4.033333381;4.22999986;;906;;;4;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;P01860207;P018;77;30;3;5;OK;P01860394;161;11.5;14;1;1;7;274;63.09999975;2.823333343;1.018666685;;287.4;;;2.5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clusiaceae;Rheedia;madruno;P01860259;P018;89;64;3;5;OK;P01860449;161;15.9;18;;;;292.4333293;69.79999797;2.929999987;1.478333314;;359.7;;;5;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
